user_name,tone,time_date,text,date_column
ImranKhanPTI,neutral,2022-09-05 06:03:39,in addition the three barrages that are part of ruda shall conserve water thereby recharging our depleting groundwater floods water rivers,2022-09-05 06:03:39
ImranKhanPTI,positive,2022-09-05 06:03:38,in ravi city ruda successfully conducted tests to convert toxic waste water into water fit for aquatic life these treatment plants shall be the first of their kind on municipal level to convert ravi into fresh perennial body,2022-09-05 06:03:38
ImranKhanPTI,negative,2022-09-05 06:03:37,as pakistan is ravaged by floods our people need to understand the disastrous impact of global climate change that results in droughts amp then floods its imperative that we bring major changes to our environment through forests dams barrages amp waste water treatment plants,2022-09-05 06:03:37
ImranKhanPTI,positive,2022-09-04 18:06:27,congratulations team pakistan for a great fight back and win and for keeping your nerve under pressure this was a much needed morale booster for the nation at a difficult time,2022-09-04 18:06:27
ImranKhanPTI,neutral,2022-08-30 07:01:48,i want to thank the people of pakistan especially our overseas pakistanis for donating so generously last night in the three hours of our telethon we had pledges of rs billion,2022-08-30 07:01:48
ImranKhanPTI,positive,2022-08-27 11:23:55,let me make clear that our movement for haqeeqi azadi will continue alongside our flood relief work,2022-08-27 11:23:55
ImranKhanPTI,neutral,2022-08-27 11:23:54,our senior ldrshp met amp we decided i wld do international telethon to raise funds for flood affectees on monday night imran tigers will be activated to volunteer for relief work a comm under sania nishtar wil be set up to identify amp coordinate funds allocation based on needs,2022-08-27 11:23:54
ImranKhanPTI,negative,2022-08-23 18:05:27,strongly condemn arrest amp imprisonment of sindh oppsition leader ptis haleem adil shaikh simply to silence his voice by the zardari mafia haleem has a broken leg amp is on hunger strike in jail we demand his immediate release amp an end to his political victimisation amp torture,2022-08-23 18:05:27
ImranKhanPTI,neutral,2022-08-21 20:21:06,congratulations to mahmood maulvi amp team pti karachi for victory in the na election today inshaallah we are moving forward in our movement for haqeeqi azadi,2022-08-21 20:21:06
ImranKhanPTI,positive,2022-08-21 17:45:53,this is not only a gross violation of freedom of speech but also negatively affects the digital media industry and the livelihoods of many what they need to understand is that no matter what they do they cannot suppress the will of the people which is haqeeqi azadi,2022-08-21 17:45:53
ImranKhanPTI,positive,2022-08-21 17:45:51,the fascist imported govt sunk to a new low today by banning live coverage of my speeches on tv amp then blocking youtube temporarily during my speech at liaquat bagh all this after continuous intimidation of mediapersons amp taking channels off air earlier,2022-08-21 17:45:51
ImranKhanPTI,positive,2022-08-21 17:24:04,after pemra blocked live transmission of my pindi jalsa speech on tv channels imported govt blocked youtube midway through my speech this just shows the desperation of those who for their self interest are willing to push pakistan towards political and economic chaos,2022-08-21 17:24:04
ImranKhanPTI,positive,2022-08-21 10:12:12,we are on our way to winning karachi na election our camps are full of voters while opposition camps are empty i am asking all our voters to go immediately to vote if they havent already done so,2022-08-21 10:12:12
ImranKhanPTI,neutral,2022-08-19 17:44:44,i am inviting everyone to join us tomorrow and raise their voice in protest,2022-08-19 17:44:44
ImranKhanPTI,neutral,2022-08-19 17:44:43,tomorrow i will be leading a rally after maghrib from china chowk to f park in support of dr gill amp in protest against the torture inflicted on him we will also be protesting against muzzling of ary simply bec ary didnt toe the official line amp gave coverage to our narrative,2022-08-19 17:44:43
ImranKhanPTI,negative,2022-08-19 12:28:01,who tortured gill there is a general perception in the public at large amp in our minds too as to who could have carried out the gruesome torture remember the public will react we will leave no stone unturned to find out those responsible amp bring them to justice,2022-08-19 12:28:01
ImranKhanPTI,negative,2022-08-17 18:36:37,meanwhile the likes of ns maryam mfr az all of whom have in the worst possible way amp repeatedly attacked state institutions through malicious amp targeted statements against them get away without even a hint of a reprimand,2022-08-17 18:36:37
ImranKhanPTI,neutral,2022-08-17 10:54:30,but also any such extraconstitutional amp extralegal actions being devised against us,2022-08-17 10:54:30
ImranKhanPTI,positive,2022-08-17 10:54:28,to target me amp pti by forcibly getting false statements against us similar to what they have been doing against social media activiststhis is absolutely unacceptable we will take all legal amp pol actions to counter not only this torture being inflicted upon shahbaz gill,2022-08-17 10:54:28
ImranKhanPTI,positive,2022-08-17 10:54:28,very concerned about shahbaz gill being sent into police remand again he is in a fragile state of mental amp physical health because of the torture inflicted on him when he was abducted amp taken to undisclosed location amp then again at the police station this is part of conspiracy,2022-08-17 10:54:28
ImranKhanPTI,positive,2022-08-14 11:07:35,amp myself to succeed then we will be returning to the dark days of dictatorship when there was no independent media amp no room for freedom of expression haqeeqi azadi cannot be achieved without a free media amp freedom of speech as guaranteed in our constitution,2022-08-14 11:07:35
ImranKhanPTI,negative,2022-08-14 11:07:34,others like imran riaz sami ibrahim ayaz amir have suffered threats violent attacks amp arrest in my mass public campaign across pak from next week i will take up issue of media freedom amp freedom of expression if we allow these terror tactics designed simply to target pti,2022-08-14 11:07:34
ImranKhanPTI,positive,2022-08-14 11:07:33,i want to warn our nation of an unprecedented crackdown campaign by imported govt amp state machinery against media houses amp journalists who are carrying pti amp my narrative to the public two journalists arshad sharif amp sabir shakir have had to leave pak fearing for their lives,2022-08-14 11:07:33
ImranKhanPTI,negative,2022-08-12 05:57:10,judiciary needs to take notice of this arys news editor was picked up violently late night from his home without warrant amp a wife with suckling baby picked up illegally bec her husband worked for gill a climate of fear is being spread to make ppl kowtow before cabal of crooks,2022-08-12 05:57:10
ImranKhanPTI,positive,2022-08-12 05:57:10,strongly condemn the torture being inflicted on shahbaz gill under what law amp under whos orders is this being done if he broke any law then he shd be given a fair hearing but just to salvage imported govt of crooks the constitution amp all laws are being violated with impunity,2022-08-12 05:57:10
ImranKhanPTI,positive,2022-08-11 07:38:55,imported govt of cabal of crooks brought thru foreign backed regime change is using fear amp terror in media amp ppl to gain acceptance after being routed in punjab electionsbut all they are succeeding in doing is further destabilising country only solution is fair amp free elections,2022-08-11 07:38:55
ImranKhanPTI,positive,2022-08-11 07:38:55,strongly condemn fascist illegal abductions in shadows of late night of aamad yusuf amp now shahbaz gills assistant izhaars wife who is now incarcerated in women police station i want to ask our legal community are there no fundamental right anymore,2022-08-11 07:38:55
ImranKhanPTI,neutral,2022-08-09 07:40:27,this supreme sacrifice stands as a beacon of inspiration for all who fight for justice amp truth and against tyranny amp falsehood,2022-08-09 07:40:27
ImranKhanPTI,negative,2022-08-09 07:40:26,facing a tyrants army that far outnumbered them imam hussain as with his family amp companions laid down their lives at karbala standing resolute for haq truthright against baatil falsehood,2022-08-09 07:40:26
ImranKhanPTI,negative,2022-08-07 08:41:22,rule by a cabal of crooks amp their handlers brought to power through us regime change conspiracy will our ppl bow down before this conspiracy in fear or as a nation face up to the challenge on aug at our haqeeqi azadi jalsa i will announce our plan to counter this fascism,2022-08-07 08:41:22
ImranKhanPTI,positive,2022-08-07 08:41:18,people of kufa despite knowing our beloved prophetpbuhs grandson was on the path of truth did not come to help out of fear of yazid amp allowed the greatest tragedy of islam to happen every era has its yazids pakistan is facing yazidiyat fascism today in the form of,2022-08-07 08:41:18
ImranKhanPTI,positive,2022-08-06 07:31:28,we stand with the brave palestinian ppl amp ask world powers to break their silence amp act against israeli atrocities committed on the palestinian ppl peace can only come through a viable twostate solution gazaunderattack,2022-08-06 07:31:28
ImranKhanPTI,neutral,2022-08-06 07:31:28,israeli forces again launched air strikes against besieged palestinians incl childrenin gaza violating all int laws israel is trying to use its massive mly power to subjugate the palestinian ppl amp eliminate those who stand up for their rights amp for end to israeli occupation,2022-08-06 07:31:28
ImranKhanPTI,positive,2022-08-05 06:10:10,we are asked to echo condemnations on issues of human rights the powerful in the int community take up but when it comes to india amp its massive human rights violations in iiojk there is complete silence by the same powers bec of indias market or its strategic mly partnerships,2022-08-05 06:10:10
ImranKhanPTI,neutral,2022-08-05 06:10:09,but the kashmiris spirit of resistance became stronger amp it continues to strengthen the selective morality of the international community amp silence against indias brazen violations of all int laws amp un sc resolutions is condemnable,2022-08-05 06:10:09
ImranKhanPTI,negative,2022-08-05 06:07:22,on aug modi govt violated un sc resolutions amp int law by illegally revoking special status of iiojk modi govt then moved to commit a war crime under fourth geneva convention by altering demography of iiojk they assumed the moves would crush spirit of kashmiri resistance,2022-08-05 06:07:22
ImranKhanPTI,positive,2022-08-04 07:12:58,today i am calling all our people to come out in peaceful public protest against cec amp ecp in f park at pm i will be addressing the gathering between pm,2022-08-04 07:12:58
ImranKhanPTI,positive,2022-08-04 07:12:57,cec amp ecp in cahoots with imported govt conspired to try a technical knockout against pti after pmln got routed in punjab bye elections despite support of entire state machinery amp ecp shenanigans now they are cowering in fear abt same happening to entire pdm in general elections,2022-08-04 07:12:57
ImranKhanPTI,negative,2022-08-02 11:13:46,tragic news about the army aviation helicopter crash amp the martyrdom of all six on board my condolences amp prayers to the families of the martyrs i had the privilege of knowing lt gen sarfraz ali whom i found to be a thorough professional amp an upright honest human being,2022-08-02 11:13:46
ImranKhanPTI,negative,2022-08-01 19:00:12,disturbing news of army aviation helicopter missing and praying for all those on board,2022-08-01 19:00:12
ImranKhanPTI,negative,2022-07-30 10:12:26,march when vonc tabled was at rs today it has reached rs on march inflation stood at today it has spiralled to not only is this imported govt made up of crooks but it is thoroughly incompetent too question is who is responsible for this mess,2022-07-30 10:12:26
ImranKhanPTI,neutral,2022-07-28 09:43:15,i have called on govt of punjab to immediately provide flood assistance to ppl in the devasted areas of south punjab amp in the affected areas of mianwali distt i have also asked the kp govt to immed provide flood relief to the ppl in affected areas of balochistan,2022-07-28 09:43:15
ImranKhanPTI,positive,2022-07-28 09:34:37,strongly condemn persecution amp arrest of sindh opposition leader haleem adil sheikh by sindh govt this is pure fascism reflecting the zardarisharif mafias approach of eliminating those they cannot purchase amp it is absolutely unacceptable in any democracy,2022-07-28 09:34:37
ImranKhanPTI,neutral,2022-07-27 09:13:40,i want to thank the nation for coming out spontaneously last evening in support of the sc decision upholding constitution amp the law tonight i will address our people at pm giving them our way forward for a sovereign pakistan,2022-07-27 09:13:40
ImranKhanPTI,positive,2022-07-26 17:07:50,tomorrow evening we will offer thanks to allah amp celebrate with all the people of pakistan who have stood by us in our campaign for haqeeqi azadi coming out in massive numbers to show support shukrallahshukriyaawam,2022-07-26 17:07:50
ImranKhanPTI,positive,2022-07-26 16:59:57,i appreciate our sc judges for standing firm amp upholding the constitution amp law against all manner of threats amp abuse i want to thank barrister ali zafar amp his team i want to thank the people of punjab for coming out in unprecedented numbers in bye elections against rigging,2022-07-26 16:59:57
ImranKhanPTI,positive,2022-07-26 10:26:57,strongly condemn fascist modi govts continuing torture of kashmiri leader yasin malik in tihar jail forcing him to go on hunger strike his life is in extreme danger i call on unsg unhchr amp internatonal human rights orgs to take action against india amp save yasin maliks life,2022-07-26 10:26:57
ImranKhanPTI,positive,2022-07-23 14:27:55,these ppl have been plundering pak for last yrs amp are now responsible for the present economic meltdown these thieves should never be allowed to sell our national assets in the devious manner they are attempting the nation will never trust them with our national assets,2022-07-23 14:27:55
ImranKhanPTI,negative,2022-07-23 08:41:52,i can say with certainty after my interaction with our nation amp their response to my call for haqeeqi azadi that ppl of pak have had enough amp will not allow these mafias to continue their loot amp plunder we are not far from sri lanka moment when our public pours out into streets,2022-07-23 08:41:52
ImranKhanPTI,negative,2022-07-23 08:41:51,in just over mths the zardari sharifs mafia has brought the country to its knees politically amp economically simply to save their illegally accumulated wealth amassed over yrs of plundering pakistan my question ishow long will state institutions continue to allow this,2022-07-23 08:41:51
ImranKhanPTI,positive,2022-07-21 09:59:23,they must now protect their mandate by coming out to protest today across pak i will address the protests at pm tonight let sri lanka be a reminder as a clear message goes to cabal of crookstheir handlers amp ecp that people wil not allow you to steal their mandate in punjab,2022-07-21 09:59:23
ImranKhanPTI,neutral,2022-07-21 09:59:22,now the kings of crime zardari amp ss having gotten their nro are using their salvaged looted money to purchase punjab mpas making a mockery of laws amp desecrating our constitutioni am asking ppl of pak that just as they came out amp thwarted plan to steal punjab election on july,2022-07-21 09:59:22
ImranKhanPTI,positive,2022-07-21 09:59:22,imported govt brought in by us regime change conspiracy first tried to rig punjab bye elections thru govt amp state machinery abetted by dishonest amp biased cec sikandar sultan heading non credible ecp a highly aware amp resolute public stood firm ensuring failure of nefarious design,2022-07-21 09:59:22
ImranKhanPTI,positive,2022-07-20 13:50:21,isnt destruction of our democracy constitution amp nations morality a fit case for suo moto action are the neutrals not realising how our beloved country is literally being destroyed on all fronts by the imported govt brought in through us regime change conspiracy,2022-07-20 13:50:21
ImranKhanPTI,negative,2022-07-20 13:50:21,after fed govt toppled with stolen money from sindh amp nro achieved certified criminal asif zardari in cahoots with sharif mafia now seeking to steal punjab ppls mandate by trying to purchase mpas want to ask honourable sc are they not cogniscant of the damage being wreaked,2022-07-20 13:50:21
ImranKhanPTI,positive,2022-07-20 12:33:40,this is not only an attack on our democracy but also on moral fabric of our society had sc taken action amp debarred these turncoats for life it would have acted as deterrent dont handlers of us regime change conspiracys imported govt realise severe damage being done to nation,2022-07-20 12:33:40
ImranKhanPTI,negative,2022-07-20 12:33:39,today lahore is seeing a repeat of the sindh house horse trading that happened in islamabad with upto rs crores being offered to buy mpas the main architect behind this is asif zardari who gets nro for his corruption amp purchases people with looted wealth he shd be jailed,2022-07-20 12:33:39
ImranKhanPTI,negative,2022-07-19 10:36:45,the nation will hold accountable all those responsible for regime change conspiracy amp bringing pakistan to this sorry state of affairs,2022-07-19 10:36:45
ImranKhanPTI,positive,2022-07-19 10:36:44,when us regime conspiracys vonc was tabled was at rs today it is rs amp in freefall despite imf agreement the economic meltdown shows sharifs never had any expertise in running economy or administration their only expertise is looting money laundering amp getting nros,2022-07-19 10:36:44
ImranKhanPTI,positive,2022-07-17 17:59:26,the only way forward from here is to hold fair amp free elections under a credible ecp any other path will only lead to greater political uncertainty amp further economic chaos,2022-07-17 17:59:26
ImranKhanPTI,positive,2022-07-17 14:10:56,as results coming in pti is winning in atleast seats but it is very important for all our people on duty in all polling stations not to leave their posts till official results have been obtained from the returning officers,2022-07-17 14:10:56
ImranKhanPTI,negative,2022-07-17 12:03:27,today punjab govt has brazenly violated sc orders amp election rules by openly using all govtstate machinery to rig punjab elections through illegal ballot stamping amp harrassing voters while arresting pti ldrs through it all ecp turned a blind eye courts must open now amp act,2022-07-17 12:03:27
ImranKhanPTI,positive,2022-07-17 11:14:14,strongly condemn illegal arrest of shahbaz gill simply to try amp rig elections amp spread fear in ppl these fascist tactics will not work amp our ppl will not be deterred from exercising their right to vote handlers of imported govt should realise damage they are doing to our nation,2022-07-17 11:14:14
ImranKhanPTI,positive,2022-07-17 08:41:36,i am pleased to see our voters coming out to cast their votes in large numbers amp resisting all pressures amp harassment i want all those esp our women who have to still come out to cast their vote to do so as this is an election for pakistans sovereignty amp haqeeqi azadi,2022-07-17 08:41:36
ImranKhanPTI,neutral,2022-07-15 04:30:44,i extend my congratulations to president erdogan amp the people of turkiye on democracy amp national unity day of turkiye demokrasi ve milli birlik gn july commemorates the day president erdogan with the support of the turkish people defeated attempted coup against him,2022-07-15 04:30:44
ImranKhanPTI,negative,2022-07-12 09:25:26,rains have once again exposed years corrupt rule of zardari amp family in sindh this is a classic example of how corruption ruins governance money given to karachi ended up in fake accounts and invested in dubai properties this nexus of evil must be brought to an end,2022-07-12 09:25:26
ImranKhanPTI,negative,2022-07-11 13:43:05,flooding of karachi bec of rains again a reflection of ppps yrs of corruption amp mismanagement in governing sindh my govt had given rsbn to clean amp reconstruct major nullahs but prov govt failed to perform its task of improving solid waste disposal amp cleaning minor nullahs,2022-07-11 13:43:05
ImranKhanPTI,negative,2022-07-10 03:16:17,wishing muslims everywhere eid mubarak as we celebrate amp thank allah for his blessings this eid that commemorates sacrifice let us remember amp pray for those who are without their loved ones amp for the people of iiojk amp palestine suffering oppression under brutal occupation,2022-07-10 03:16:17
ImranKhanPTI,negative,2022-07-09 17:57:33,but all this is doing is stoking a dangerous slide into anarchy by pitting the people against the govt pakistanunderfascism,2022-07-09 17:57:33
ImranKhanPTI,positive,2022-07-08 05:43:39,i am afraid neither the pdm parties who have perfected the art of rigging over the years want free and fair elections nor does our establishment,2022-07-08 05:43:39
ImranKhanPTI,neutral,2022-07-06 09:58:43,unless we all unite and stand up against this fascism it will be the end of democracy and freedom in pakistan,2022-07-06 09:58:43
ImranKhanPTI,positive,2022-07-06 09:58:42,all those who support democracy amp the right to freedom of expression as enshrined in our constitution must come out amp protest against arrest of amp ongoing violence amp targeting of journalists incl amp many others just to instil fear amp silence critical voices,2022-07-06 09:58:42
ImranKhanPTI,positive,2022-07-05 19:11:21,i strongly condemn the arbitrary arrest of by punjab police tonight the country is descending into fascism just to make our nation accept an imported govt comprising of mega crooks it is time for everyone esp the media to unite amp stand up against this fascism,2022-07-05 19:11:21
ImranKhanPTI,negative,2022-07-05 10:56:33,this was despite the sharp slow down after regime change conspiracy operationalised in july march under pti govt exports grew in june under cabal of crooks export growth slowed to,2022-07-05 10:56:33
ImranKhanPTI,positive,2022-07-05 10:56:32,the nation continues to suffer crushing economic cost of imported govt brought in thru us regime change conspiracy at a time when our govt had stabilised the economy exports which stagnated in previous pmln govt at bn crossed bn for the first time this yr to bn,2022-07-05 10:56:32
ImranKhanPTI,negative,2022-07-01 17:52:26,i condemn in strongest terms the violence against senior journalist ayaz amir today in lahore pak descending into the worst kind of fascism with violence amp fake firs against journalistsopp politicians citizenswhen the state loses all moral authority it resorts to violence,2022-07-01 17:52:26
ImranKhanPTI,negative,2022-07-01 10:37:06,inshaallah tomorrow will be our historic islamabad jalsa at parade ground against imported govts pol destabilisation amp crushing our people under the burden of excessive loadshedding in peak of summer amp spiralling fuel prices i will be leading a rally from pindi to parade ground,2022-07-01 10:37:06
ImranKhanPTI,positive,2022-06-27 11:41:20,on july we will hold peaceful protests across pakistan against imported govt imposed on pak by us regime change conspiracy amp the nro they engineered to save their rs bn corruption plus spiralling prices crushing nation i will lead the islamabad protest at parade ground,2022-06-27 11:41:20
ImranKhanPTI,neutral,2022-06-25 16:26:28,lbes are to be held in divs of sindh despite ppp terrorising our candidates amp not following sc orders to devolve authority to local reps under art a we are taking part in the elections i ask people of sindh to vote for pti candidates amp eliminate the zardarimafia,2022-06-25 16:26:28
ImranKhanPTI,positive,2022-06-23 14:48:14,inn lillhi wa inna ilayhi rjin saddened to learn of the passing of shaykh mahmud effendi of turkey he revived islam amp sunnah at a challenging time inspiring millions of people in turkey amp around the world a great loss for the ummah,2022-06-23 14:48:14
